tsne_1,tsne_2,label
-62.03857,1.0095938,K
-64.767494,2.5737388,K
-62.79455,1.2532613,K
-65.367424,-0.567755,K
-65.239006,2.7035131,K
-66.37855,2.8399708,K
-65.11805,2.448644,K
-61.437515,0.40096322,K
55.407776,-3.8608112,K
-65.38004,-0.5280329,K
-66.31264,2.7226555,K
-64.81431,2.530211,K
-61.998074,0.6838777,K
-61.275818,0.03421534,K
-66.28386,3.2729416,K
-63.726902,1.8560535,K
-65.293594,-0.5942701,K
-65.73476,2.9141219,K
-66.852844,0.522677,K
-61.194942,-0.08951495,K
-66.255684,3.065903,K
-63.57574,1.0651919,K
-61.648834,0.48568854,K
-65.09517,3.2537758,K
-62.754898,0.93978447,K
-65.21864,-0.556232,K
-65.44794,2.8216507,K
-62.206615,0.8493801,K
-61.217754,-0.08154618,K
-64.77735,-0.7517518,K
-65.92932,2.5243754,K
-65.52426,-0.0006842958,K
-66.58262,3.0502858,K
-63.531548,1.5154852,K
-64.189384,-0.46095765,K
-62.35399,1.1087773,K
-64.75402,-0.7921188,K
-65.40836,2.7751412,K
-66.106674,0.05738731,K
-64.697845,3.0264375,K
-65.18578,-0.6385482,K
-64.96835,2.3018267,K
-61.443882,0.21045856,K
-67.090775,3.0259748,K
-63.35871,1.2352384,K
40.53436,-13.331166,L
40.13094,-18.550856,L
42.315975,-17.661016,L
43.311832,-17.328144,L
42.468864,-17.464884,L
40.85367,-13.976652,L
37.498215,-18.7123,L
42.896744,-18.005695,L
37.532536,-15.254927,L
34.623882,-17.873627,L
40.10019,-13.6985035,L
42.0378,-17.953169,L
43.104683,-17.312792,L
43.342888,-17.419828,L
40.02924,-13.20398,L
40.41376,-13.537322,L
37.363354,-18.693932,L
36.50952,-18.460943,L
38.639072,-18.627913,L
43.670425,-17.491446,L
40.538982,-13.547099,L
38.96209,-18.850977,L
42.37264,-17.73498,L
37.155724,-15.175219,L
39.94932,-13.652164,L
35.984947,-18.329176,L
37.30007,-19.250416,L
40.30572,-19.422235,L
37.98899,-13.940876,L
39.920662,-13.9571,L
38.96045,-13.9258995,L
35.333885,-18.561068,L
43.37458,-17.764034,L
40.28447,-13.646075,L
36.839935,-18.120157,L
39.48718,-13.67933,L
35.28837,-18.178701,L
35.224186,-18.363724,L
35.29648,-17.646297,L
38.961082,-13.7525015,L
43.715935,-17.203522,L
38.10176,-14.530747,L
37.4588,-14.645751,L
40.935993,-13.293941,L
34.817387,-17.964481,L
39.49542,-13.853416,L
38.806877,-18.51197,L
37.324287,-14.886969,L
39.42501,-13.65741,L
35.889946,-18.407127,L
43.294434,-17.946304,L
38.61649,-14.125548,L
35.60205,-18.69673,L
